Information,Source
"이마트 여수점의 주소는 다음과 같습니다. 
전남 여수시 좌수영로 277<sep>이마트 여수점",이마트 여수점
"이마트 여수점의 전화번호는 다음과 같습니다. 
061-650-1234<sep>이마트 여수점",이마트 여수점
"이마트 여수점의 휴일은 다음과 같습니다/. 
2023-07-09, 2023-07-23, 2023-06-11, 2023-06-25, 2023-01-22<sep>이마트 여수점",이마트 여수점
"이마트 여수점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
무료주차
 전체 매장 주차가능 수: 510대<sep>이마트 여수점",이마트 여수점
"이마트 여수점의 오시는 길은 다음과 같습니다. 
[버스 이용시]
시내방면(양방향) : 999번,666번,333번,18번,7번,6번,5번
화양방면(양방향) : 29번,28번,27번,26-1번,26번,25-1번,25번,24-1번,24번,23번,22번,21번
율촌/소라방면(양방향) : 95번,93번,92번,91번,90번,38번,37번,36번,35번,34번,33번,32번,31번
삼일방면(양방향) : 76번,73번,68번
쌍봉방면(양방향) : 89번,88번,84번,82번,81번,80번
돌산방면(양방향) : 116번,115번,114번,113번,112번,111번,109번,106번,105번,103번,102번,100번<sep>이마트 여수점",이마트 여수점
"이마트 중동점의 우편번호는 다음과 같습니다. 
14547<sep>이마트 중동점",이마트 중동점
"이마트 중동점의 주소는 다음과 같습니다. 
경기 부천시 석천로 188 (중동, (주)신세계이마트중동점)<sep>이마트 중동점",이마트 중동점
"이마트 중동점의 전화번호는 다음과 같습니다. 
032-718-1234<sep>이마트 중동점",이마트 중동점
"이마트 중동점의 휴일은 다음과 같습니다/. 
2023-07-09, 2023-07-23, 2023-06-11, 2023-06-25, 2023-01-22<sep>이마트 중동점",이마트 중동점
"이마트 중동점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
■무인정산 주차시스템
최초30분 무료회차(30초과시 10분당 1,000원) 
추가10분당 1,000원(ex:31분 주차시 4,000원), 일일권 2만원, 월정기권[평일] 8만원 
이마트매장:1만원/3만원/5만원/10만원 이상 구매시, 2시간/3시간/4시간/5시간 무료
임대매장: 각 코너별 무료주차 구매금액 상이
※최대 5시간을 초과할수 없습니다 (영수증 중복적용 가능)
※운영시간:06시~22시(2,4째주 의무휴점일 제외)
 전체 매장 주차가능 수: 705대<sep>이마트 중동점",이마트 중동점
"이마트 중동점의 오시는 길은 다음과 같습니다. 
[지하철 이용시]
7호선 부천시청역 하차후 2번출구방향 
1호선 송내역 하차 후 북부역 광장에서 8, 12-1, 7-1, 7-2, 7-3 번 버스로 환승 

[버스 이용시]
시내버스(인천) 37, 80, 87 번 
(부천) 5, 6, 8, 23, 12-1, 50-1 번 

[자가용 이용시]
인천 방향에서 승용차 이용시 
송내역에서 중동대로를 이용하여 김포방향으로 직진 후 부천소풍터미널 사거리 에서 우회전하여 500m 직진(송내역 → 중동대로 → 부천소풍터미널 사거리 우회전 후 직진)<sep>이마트 중동점",이마트 중동점
"이마트 칠성점의 우편번호는 다음과 같습니다. 
702062<sep>이마트 칠성점",이마트 칠성점
"이마트 칠성점의 주소는 다음과 같습니다. 
대구 북구 침산로 93<sep>이마트 칠성점",이마트 칠성점
"이마트 칠성점의 전화번호는 다음과 같습니다. 
053-609-1234<sep>이마트 칠성점",이마트 칠성점
"이마트 칠성점의 휴일은 다음과 같습니다/. 
2023-07-10, 2023-07-24, 2023-06-12, 2023-06-26, 2023-01-22<sep>이마트 칠성점",이마트 칠성점
"이마트 칠성점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
주차장 이용 안내 : 
이마트 주차장(야외/ B2 /B3 주차장)은 유료주차장으로 사전 무인 정산시스템으로 운영됩니다.

■ 이마트앱에 차량번호를 등록 후 신세계포인트 적립하시면 계산시 바로 주차 정산됩니다.(구매금액 충족시)

■ 주차장 요금운영 (5분당 500원)
-30분이내 회차시: 무료 (31분부터 요금정산)
-1만원이상구매시 2시간 무료
-3만원이상 구매시 3시간 무료
-5만원이상 구매시 4시간 무료
* 스펙트럼, 메가박스 이용 영수증은 적용되지 않습니다.
  스펙트럼, 메가박스 이용 고객은 스펙트럼쪽 주차장 B4~B5주차장을 이용하시기 바랍니다.

★ B3층 주차장에 전기차 충전소(1대)가 설치되어 있으며 전기차 충전고객의 경우 고객만족센터 확인시 1시간 무료 주차 적용
 전체 매장 주차가능 수: 1,200대<sep>이마트 칠성점",이마트 칠성점
"이마트 칠성점의 오시는 길은 다음과 같습니다. 
[버스 이용시]
버스 → 300, 349, 836, 523, 708, 730, 323, 323-1, 칠곡2, 동구2, 북구4

[지하철 이용시]
지하철 → 1호선 대구역에서 내려 도보로 약 20분 소요
          → 3호선 이용시 북구청역에서 내려 도보로 10분 소요

[자가용 이용시]
＊경북대학교 방면 : 경북대학교 북문 → 경대교에서 북구청 방면 우회전 → 침산네거리 좌회전
→ 이마트 칠성점 
＊시내 방면(시청) : 시청 → 공평로지하차도 → 대성시장 교차로 좌회전 → 대구 북부소방서 
→ 고성파출소 네거리 우회전 → 시민운동장 → 남침산네거리 좌회전 → 이마트 칠성점<sep>이마트 칠성점",이마트 칠성점
"이마트 둔산점의 우편번호는 다음과 같습니다. 
302120<sep>이마트 둔산점",이마트 둔산점
"이마트 둔산점의 주소는 다음과 같습니다. 
대전 서구 둔산북로 41<sep>이마트 둔산점",이마트 둔산점
"이마트 둔산점의 전화번호는 다음과 같습니다. 
042-479-1234<sep>이마트 둔산점",이마트 둔산점
"이마트 둔산점의 휴일은 다음과 같습니다/. 
2023-07-09, 2023-07-23, 2023-06-11, 2023-06-25, 2023-01-22<sep>이마트 둔산점",이마트 둔산점
"이마트 둔산점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
[무인자동정산 주차 시스템]
-당일 1/3/5/10만원 이상 구매시 2/3/4/5시간 무료주차 이용이 가능합니다.
-기본요금 10분당 1,000원
-30분 이내 회차시 무료
-구매영수증(실물,전자) 바코드 정산 또는 꼬리표상 바코드로 정산 가능합니다.
-5층 주차장 내 전기차 충전기 5기 설치(완속)
-3층 애플샵 직통번호 042-476-1206
 전체 매장 주차가능 수: 850대<sep>이마트 둔산점",이마트 둔산점
"이마트 둔산점의 오시는 길은 다음과 같습니다. 
[지하철 이용시]
지하철 1호선 정부청사역 하차

[버스 이용시]
514,916,604,605,706,301,211,216,705,116,318,315번 버스
급행버스 이용
3번 버스<sep>이마트 둔산점",이마트 둔산점
"이마트 구로점의 우편번호는 다음과 같습니다. 
152848<sep>이마트 구로점",이마트 구로점
"이마트 구로점의 주소는 다음과 같습니다. 
서울 구로구 디지털로 32길 43<sep>이마트 구로점",이마트 구로점
"이마트 구로점의 전화번호는 다음과 같습니다. 
02-2009-1234<sep>이마트 구로점",이마트 구로점
"이마트 구로점의 휴일은 다음과 같습니다/. 
2023-07-09, 2023-07-23, 2023-06-11, 2023-06-25, 2023-03-12, 2023-03-26, 2023-01-22<sep>이마트 구로점",이마트 구로점
"이마트 구로점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
30분 무료주차 이후 10분당 1,000원 징수
쇼핑금액 1만원 이상시 2시간 무료주차
쇼핑금액 3만원 이상시 3시간 무료주차
쇼핑금액 5만원 이상시 4시간 무료주차
쇼핑금액 10만원 이상시 5시간 무료주차
※ 숙박차량 1일 50,000원 징수
 전체 매장 주차가능 수: 535대<sep>이마트 구로점",이마트 구로점
"이마트 구로점의 오시는 길은 다음과 같습니다. 
[버스 이용시] 
마을버스: 금천 03 ,06번(구로디지털단지역 하차)/구로 09 ,영등포 01번(구로 이마트 하차) 
파란(간선버스) 150, 505, 507 번(구로 디지털 단지역 하차)
초록(지선버스) 5536,5616 (구로 이마트 하차) 
5531, 5536, 5616, 5620, 5623, 5625, 5633, 5634, 5713, 6512(구로 디지털 단지역 하차)

[전철 이용시]  
2호선 구로디지털단지역 하차시 3번 출구 500m 거리    
             
[차량 이동시] 
신림역 방향에서 남부 순환로 -&gt; 시흥IC(우회전,구로디지털 방향) -&gt; 디지털 삼거리(좌회전) -&gt;700m 이동 우측 건물(이마트 구로점)
개봉동 방향에서 남부 순환로 -&gt; 시흥IC 두번째 우측방향(구로디지털 방향) -&gt; 디지털 삼거리(좌회전) -&gt;700m 이동 우측 건물(이마트 구로점)<sep>이마트 구로점",이마트 구로점
"이마트 성서점의 우편번호는 다음과 같습니다. 
704140<sep>이마트 성서점",이마트 성서점
"이마트 성서점의 주소는 다음과 같습니다. 
대구 달서구 이곡동로 24<sep>이마트 성서점",이마트 성서점
"이마트 성서점의 전화번호는 다음과 같습니다. 
053-605-1234<sep>이마트 성서점",이마트 성서점
"이마트 성서점의 휴일은 다음과 같습니다/. 
2023-07-10, 2023-07-24, 2023-06-12, 2023-06-26, 2023-01-22<sep>이마트 성서점",이마트 성서점
"이마트 성서점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. ■ 주차장 이용안내 (쇼핑시 금액별 무료주차) - 무료회차 시간 : 30분이내- 기본요금 : 10분당 1,000원※ 일일 최대요금 30,000원 이며, 30분 초과시 회차시간 포함 요금징수 됩니다■ 구매 금액별 무료 주차 시간- 1만원 미만 1시간- 1만원 이상 2시간- 3만원 이상 3시간- 5만원 이상 4시간- 10만원 이상 5시간※ 최대 5시간을 초과할 수 없습니다 (영수증 중복 적용가능)■ 주요임대 매장 무료 주차시간- 약국, 일반판매 등 1시간<sep>이마트 성서점",이마트 성서점
"이마트 성서점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
- 카페, 식음료 등 2시간- 전기차 충전 1시간 (주차장 5F 전기차 충전소 - 완속 1기 / 급속 2기 / SSC 급속 4기) - 이마트 구매 금액별 무료주차 시간과 합산 가능 합니다 (이마트 무료 주차시간 + 테넌트 이용 무료 주차시간 합산가능)- 이마트 영수증이 발행되지 않는 임대매장은 반드시 해당 매장에서 무료주차 시간 적용 받으세요■ 유의사항-  신용카드 전용 사전무인정산 유료 주차장으로 운영되오니 반드시 구매영수증으로 사전무인정산기에서 정산후 빠르게 출차하시기   바랍니다- 사전무인정산기는 각층 주차장에 있습니다- 구매 영수증 또는 주차정산표 분실시 고객만족센터로 방문해 주시기 바랍니다- 전기차 충전시 3층 고객만족센터에서 주차 등록 하시기 바랍니다※주차장 높이제한 : 2.0memart x i PARKING 정기권 문의 1588-5783 매장 전체 주차가능대수: 967대<sep>이마트 성서점",이마트 성서점
"이마트 성서점의 오시는 길은 다음과 같습니다. 
[지하철 이용시]
- 지하철 2호선 성서공단역 6번출구에서 200M 거리

[버스 이용시]
 405번(동서화성타운), 503번(동서화성타운),  527번(동서화성타운), 달서3, 5번(동서화성타운), 
 급행5번 (동서화성타운), 425번(이곡1동 행정복지센터), 250(이곡1동 행정복지센터), 518번(이곡1동 행정복지센터),   
 성서 1-1번(이곡1동 행정복지센터), 성서 2번(이곡1동 행정복지센터), 564번(성서우체국)

[자가용 이용시]
- 시내방향 승용차 이용시: 달구벌대로 성서계대방향 → 대구은행 사거리 100M 전 우회전 → 성서경찰서 맞은편
- 다사지역 승용차 이용시: 달구벌대로 시내방향 → 대구은행사거리 좌회전 → 성서우체국 앞 우회전 진입<sep>이마트 성서점",이마트 성서점
"이마트 산본점의 우편번호는 다음과 같습니다. 
435040<sep>이마트 산본점",이마트 산본점
"이마트 산본점의 주소는 다음과 같습니다. 
경기 군포시 산본로 347<sep>이마트 산본점",이마트 산본점
"이마트 산본점의 전화번호는 다음과 같습니다. 
031-450-1234<sep>이마트 산본점",이마트 산본점
"이마트 산본점의 휴일은 다음과 같습니다/. 
2023-07-09, 2023-07-23, 2023-06-11, 2023-06-25, 2023-01-22<sep>이마트 산본점",이마트 산본점
"이마트 산본점의 주차정보, 주차요금, 무료주차 정보는 다음과 같습니다. 
- 1만원 이상 2시간 , 3만원 이상 3시간, 5만원 이상 구매시 4시간 무료
- 20분내 회차시 무료
- 무료주차 초과시 최초 입차시간 기준 10분당 1,000원
 전체 매장 주차가능 수: 625대<sep>이마트 산본점",이마트 산본점
"이마트 산본점의 오시는 길은 다음과 같습니다. 
[버스 이용시]
-산본역 하차
버스 : 1, 2, 3, 3-1, 5, 6-1, 9, 10, 11-2, 15-2, 55, 87, 88, 3030, 3500, 6501
-군포시청 하차
버스 : 15-2, 542, 3030, 5530
-이마트 산본점 하차
버스 : 1, 3, 3-1, 6-1, 87

[지하철 이용시]
-4호선 &lt;산본역&gt; 중심상가 방면에서 200m

[자가용 이용시]
-&lt;서울,인천방면에서 오실경우&gt;수도권제1순환고속도로 산본IC진출 → 산본역방면 직진1.5Km → 이마트산본점(우측방향)
-&lt;시흥,안양방면에서 오실경우&gt;안양대로 금정역,군포방향 → 금정역삼거리 우회전 → 군포시청방면으로 직진1km → 중앙공원사거리 좌회전 → 이마트산본점<sep>이마트 산본점",이마트 산본점
"이마트 해운대점의 우편번호는 다음과 같습니다. 
612010<sep>이마트 해운대점",이마트 해운대점
"이마트 해운대점의 주소는 다음과 같습니다. 
부산 해운대구 좌동순환로 511<sep>이마트 해운대점",이마트 해운대점
